Topic,Words,Frequency,Timestamp
43,"белоруссией, серьёзное, совета безопасности, серьезное, угрозы",5,2022-06-24 00:00:00+00:00
45,"дискриминации, школьников, проверки, прокуратура, уголовное дело",1,2022-06-24 00:00:00+00:00
46,"россия планирует, референдумы, референдум, планирует провести, готовятся",3,2022-06-24 00:00:00+00:00
48,"заместитель руководителя, пресс секретарь, кандидатов, чиновник, внешней политики",1,2022-06-24 00:00:00+00:00
50,"лукашенко, переговоры, обсудили, александр лукашенко, поставок газа",1,2022-06-24 00:00:00+00:00
52,"рублей, 2022 года, 100, 2022, русской",2,2022-06-24 00:00:00+00:00
53,"российского газа, северного потока, северный поток, санкций, газопровода",4,2022-06-24 00:00:00+00:00
54,"поставок вооружений, украина new_militarycolumnist, обороны украины, заявил секретарь, национальной безопасности",6,2022-06-24 00:00:00+00:00
55,"зампреда, министром, пост министра, вице премьером, вице премьер",2,2022-06-24 00:00:00+00:00
58,"прекращении, подписал распоряжение, постановление, российской федерации, распоряжение",1,2022-06-24 00:00:00+00:00
62,"террористические, боевиков, это преступление, грозит, уголовное дело",1,2022-06-24 00:00:00+00:00
63,"турцией, турки, турецких, эрдоган, турция",3,2022-06-24 00:00:00+00:00
66,"активистов, оппозиционеров, фейки, российских, диверсантов",9,2022-06-24 00:00:00+00:00
67,"патриотизма, спортсменов, патриотический, патриотов, патриотические",2,2022-06-24 00:00:00+00:00
